bgt_actual_amount,bgt_committed_amount,bgt_cost_code_budget,bgt_cost_code_spent_pct,bgt_forecast_at_completion,cf_actual_amount,cf_flow_month,cf_flow_type,cf_planned_amount,cf_variance_amount,cf_working_capital_days,contract_end_date,contract_number,contract_start_date,contract_type,contract_value,ev_ac,ev_bac,ev_cpi,ev_cv,ev_eac,ev_ev,ev_pv,ev_spi,ev_sv,ev_vac,ext_commodity_name,ext_forex_rate,ext_market_price,ext_price_date,ext_price_mom_pct,ext_price_unit,ext_price_volatility,ext_price_yoy_pct,ext_rolling_12m_avg,ext_rolling_3m_avg,inv_budgeted_amount,inv_cgst_amount,inv_duplicate_flag,inv_duplicate_group_id,inv_grn_matched,inv_igst_amount,inv_invoice_currency,inv_invoice_date,inv_invoice_number,inv_invoice_type,inv_li_description,inv_li_epc_category,inv_li_hsn_sac_code,inv_li_material_type,inv_li_quantity,inv_li_sl_no,inv_li_taxable_amount,inv_li_total_amount,inv_li_unit_rate,inv_li_uom,inv_li_uom_normalized,inv_matched_po_number,inv_off_contract_flag,inv_other_charges,inv_payment_terms,inv_place_of_supply,inv_po_match_confidence,inv_price_variance_flag,inv_price_variance_pct,inv_project_code,inv_project_id,inv_project_name,inv_sgst_amount,inv_supplier_bank_name,inv_supplier_city,inv_supplier_email,inv_supplier_gstin,inv_supplier_name,inv_supplier_pan,inv_supplier_phone,inv_supplier_state,inv_taxable_amount,inv_total_amount,inv_variance_amount,inv_variance_flag,invoice_id,ld_per_day,line_item_id,mat_market_benchmark_rate,mat_price_trend,mat_rate_vs_benchmark_pct,pmt_advance_flag,pmt_days_to_pay,pmt_overdue_days,pmt_overdue_flag,pmt_payment_date,pmt_payment_id,pmt_payment_mode,pmt_payment_status,pmt_retention_held,pmt_retention_released,po_delivery_date,po_delivery_status,po_id,po_li_description,po_li_line_amount,po_li_quantity_ordered,po_li_quantity_pending,po_li_quantity_received,po_li_quantity_rejected,po_li_unit_rate,po_li_uom,po_open_amount,po_over_invoiced_flag,po_status,po_total_invoiced_amount,po_total_paid_amount,po_type,po_value,prj_client_name,prj_is_epc,prj_site_city,prj_site_state,prj_status,prj_total_contract_value,prj_type,retention_pct,row_process_id,sch_activity_id,sch_activity_name,sch_actual_pct,sch_actual_start,sch_delay_days,sch_delay_flag,sch_delay_reason,sch_float_days,sch_forecast_finish,sch_is_critical_path,sch_planned_finish,sch_planned_pct,sch_planned_start,synced_at,transaction_id,txn_date,txn_source,txn_type,vnd_approved_vendor,vnd_blacklisted,vnd_delivery_rating,vnd_financial_health,vnd_msme_category,vnd_msme_flag,vnd_overall_rating,vnd_quality_rating,vnd_safety_rating,vnd_specialisation,vnd_trade_category,vnd_vendor_code,vnd_vendor_id,vnd_vendor_name_normalized,vnd_vendor_type
128990555.61,29172157.71,38766516.48,329.5,38400896.35,128990555.61,2021-06-01,outflow_procurement,131780780.84,-2790225.23,58,2021-12-12,CTR-BEC-INF-RYD-VND--001,2021-03-25,cost_plus,439897603,107839285.83,38400896.35,0.222,-83877126.51,172977010.59,23962159.32,24461370.97,0.98,-499211.65,-134576114.24,,,,,,,,,,,39150429.84,0.0,0,,0,0.0,USD,2021-06-10,VG-2021-0009221,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 6,mep,8537,equipment,27.74,6,128990555.61,128990555.61,4649983.98,LS,LS,PO-BEC-INF-RYD-VND-VG-00006,0,479.2,Net 30,RD,0.91,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,128990555.61,128990555.61,89840125.77,over,INV-7AE5FB83,1205.2,LI-0009221,,,,0,58,13,1,2021-08-07,PMT-502785,wire_transfer,paid,6449527.78,0.0,2021-10-01,on_track,PO-VND-VG-00006,Mechanical supply — Riyadh Metro Project Lot 6,976124637.08,209.92,11.07,198.85,2.31,4649983.98,LS,219327934.77,0,closed,218722198.23,125621768.52,material_purchase_order,438050133,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,5.0,9221,ACT-BEC-INF-RYD-MEP-0006,Mechanical delivery — Riyadh Metro Project,62.4,2021-05-07,0,0,,5,2021-10-04,0,2021-10-04,63.7,2021-05-02,2025-01-15 08:00:00,INV-7D97A5F4,2021-06-10,ocr_pdf,invoice,1,0,4.9,A,large,0,4.8,4.8,4.9,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
81154743.45,33344001.2,36955806.13,194.3,39543714.87,81154743.45,2017-06-01,outflow_procurement,74139107.52,7015635.93,51,2018-02-10,CTR-BEC-INF-RYD-VND--001,2017-03-17,lump_sum,412743951,92078174.54,39543714.87,0.298,-64674380.14,132697029.77,27403794.4,32425846.19,0.845,-5022051.79,-93153314.9,,,,,,,,,,,41759650.7,0.0,0,,0,0.0,USD,2017-06-11,VG-2017-0009222,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 7,mep,8419,equipment,38.65,7,81154743.45,81154743.45,2099734.63,LS,LS,PO-BEC-INF-RYD-VND-VG-00007,0,286.9,Net 30,RD,0.95,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,81154743.45,81154743.45,39395092.75,over,INV-DED98A66,1130.81,LI-0009222,,,,0,51,6,1,2017-08-01,PMT-775043,ach,paid,8115474.34,0.0,2017-08-24,delayed,PO-VND-VG-00007,Mechanical supply — Riyadh Metro Project Lot 7,406487627.02,193.59,125.31,68.28,1.28,2099734.63,LS,208716430.24,0,active,151052605.76,102861249.82,material_purchase_order,359769036,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,10.0,9222,ACT-BEC-INF-RYD-MEP-0007,Mechanical delivery — Riyadh Metro Project,69.3,2017-05-01,0,0,,12,2017-07-09,0,2017-07-09,82.0,2017-04-26,2025-01-15 08:00:00,INV-5CEC0497,2017-06-11,ocr_pdf,invoice,1,0,4.6,A,large,0,4.8,4.8,4.2,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
69527008.22,17483291.52,21247673.1,303.1,24027570.93,69527008.22,2018-01-01,outflow_procurement,64934904.61,4592103.61,41,2018-05-24,CTR-BEC-INF-RYD-VND--001,2017-09-27,unit_rate,687778027,82592792.55,24027570.93,0.112,-73342177.74,214531883.3,9250614.81,10524076.07,0.879,-1273461.26,-190504312.37,,,,,,,,,,,22939057.08,0.0,0,,0,0.0,USD,2018-01-11,VG-2018-0009223,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 8,mep,8537,equipment,15.14,8,69527008.22,69527008.22,4592272.67,LS,LS,PO-BEC-INF-RYD-VND-VG-00008,0,391.72,Net 30,RD,0.93,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,69527008.22,69527008.22,46587951.14,over,INV-42E2D641,1884.32,LI-0009223,,,,0,41,,0,2018-02-21,PMT-770250,ach,paid,6952700.82,0.0,2018-06-13,on_track,PO-VND-VG-00008,Mechanical supply — Riyadh Metro Project Lot 8,538076588.74,117.17,70.04,47.13,1.2,4592272.67,LS,123765209.89,0,active,455742217.11,381064231.43,material_purchase_order,579507427,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,10.0,9223,ACT-BEC-INF-RYD-MEP-0008,Mechanical delivery — Riyadh Metro Project,38.5,2017-12-22,0,0,,12,2018-03-09,0,2018-03-09,43.8,2017-12-21,2025-01-15 08:00:00,INV-36C8EDF1,2018-01-11,ocr_pdf,invoice,1,0,4.9,A,large,0,4.8,4.8,4.9,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
24414951.6,57530611.1,48993856.6,50.3,52254205.45,24414951.6,2015-04-01,outflow_procurement,22325667.03,2089284.57,20,2015-11-19,CTR-BEC-INF-RYD-VND--001,2014-12-24,lump_sum,187745519,24820499.42,52254205.45,0.543,-11338914.41,96232422.56,13481585.01,14369906.5,0.938,-888321.49,-43978217.11,,,,,,,,,,,48584432.88,0.0,0,,0,0.0,USD,2015-04-19,VG-2015-0009224,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 9,mep,7304,equipment,6.31,9,24414951.6,24414951.6,3869247.48,LS,LS,PO-BEC-INF-RYD-VND-VG-00009,0,361.65,Net 30,RD,0.87,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,24414951.6,24414951.6,-24169481.28,under,INV-2D37E17D,514.37,LI-0009224,,,,0,20,,0,2015-05-09,PMT-937857,ach,paid,2441495.16,0.0,2015-08-16,delayed,PO-VND-VG-00009,Mechanical supply — Riyadh Metro Project Lot 9,102651135.64,26.53,9.87,16.66,0.45,3869247.48,LS,93489812.02,0,active,86237971.98,72385629.99,material_purchase_order,179727784,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,10.0,9224,ACT-BEC-INF-RYD-MEP-0009,Mechanical delivery — Riyadh Metro Project,25.8,2015-04-08,0,0,,10,2015-08-17,0,2015-08-17,27.5,2015-04-07,2025-01-15 08:00:00,INV-8452DCE2,2015-04-19,ocr_pdf,invoice,1,0,4.7,A,large,0,4.8,4.8,4.1,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
81586631.74,69005589.64,48408708.4,152.3,54241648.32,81586631.74,2018-10-01,outflow_procurement,79517306.66,2069325.08,46,2019-10-10,CTR-BEC-INF-RYD-VND--001,2018-07-12,lump_sum,498937237,79266294.02,54241648.32,0.461,-42761664.7,117660842.34,36504629.32,38565811.96,0.947,-2061182.64,-63419194.02,,,,,,,,,,,53579336.21,0.0,0,,0,0.0,USD,2018-10-26,VG-2018-0009225,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 10,mep,8419,equipment,20.82,10,75368712.92,81586631.74,3620015.03,LS,LS,PO-BEC-INF-RYD-VND-VG-00010,0,402.46,Net 30,RD,0.82,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,75368712.92,81586631.74,28007295.53,over,INV-6CAA8B1F,1366.95,LI-0009225,,,,0,46,1,1,2018-12-11,PMT-984836,cheque,paid,8158663.17,0.0,2018-12-03,delayed,PO-VND-VG-00010,Mechanical supply — Riyadh Metro Project Lot 10,277293151.3,76.6,23.67,52.93,1.3,3620015.03,LS,162528798.71,0,active,254914897.29,187773646.4,material_purchase_order,417443696,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,10.0,9225,ACT-BEC-INF-RYD-MEP-0010,Mechanical delivery — Riyadh Metro Project,67.3,2018-09-10,0,0,,2,2019-01-22,0,2019-01-22,71.1,2018-09-07,2025-01-15 08:00:00,INV-875EB69B,2018-10-26,ocr_pdf,invoice,1,0,3.7,A,large,0,4.8,4.8,4.7,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
187125567.2,66825054.15,65817478.51,300.2,72105618.46,187125567.2,2020-02-01,outflow_procurement,182661311.04,4464256.16,64,2020-11-25,CTR-BEC-INF-RYD-VND--001,2019-11-07,lump_sum,1167320673,209634997.99,72105618.46,0.135,-181369595.55,534115692.3,28265402.44,28121191.2,1.005,144211.24,-462010073.84,,,,,,,,,,,62332048.7,0.0,0,,0,0.0,USD,2020-02-27,VG-2020-0009226,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 11,mep,2523,equipment,41.6,11,187125567.2,187125567.2,4498210.75,LS,LS,PO-BEC-INF-RYD-VND-VG-00011,0,208.42,Net 30,RD,0.87,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,187125567.2,187125567.2,124793518.5,over,INV-B1824198,3198.14,LI-0009226,,,,0,64,19,1,2020-05-01,PMT-516163,ach,paid,18712556.72,0.0,2020-07-21,delayed,PO-VND-VG-00011,Mechanical supply — Riyadh Metro Project Lot 11,835182789.95,185.67,50.48,135.19,2.61,4498210.75,LS,567892242.96,0,active,480665365.04,298825630.87,material_purchase_order,1048557608,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,10.0,9226,ACT-BEC-INF-RYD-MEP-0011,Mechanical delivery — Riyadh Metro Project,39.2,2020-01-19,0,0,,14,2020-06-23,0,2020-06-23,39.0,2020-01-19,2025-01-15 08:00:00,INV-3AFF3A80,2020-02-27,ocr_pdf,invoice,1,0,4.4,A,large,0,4.8,4.8,4.3,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
161351141.21,24933381.72,22528276.17,591.3,30549026.58,161351141.21,2016-07-01,outflow_procurement,166719223.0,-5368081.79,47,2016-10-02,CTR-BEC-INF-RYD-VND--001,2016-06-07,unit_rate,1508706737,142024387.06,30549026.58,0.144,-121617637.3,212146017.92,20406749.76,25172397.9,0.811,-4765648.14,-181596991.34,,,,,,,,,,,27285889.31,0.0,0,,0,0.0,USD,2016-07-08,VG-2016-0009227,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 12,mep,8544,equipment,44.41,12,161351141.21,161351141.21,3633216.42,LS,LS,PO-BEC-INF-RYD-VND-VG-00012,0,209.48,Net 30,RD,0.87,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,161351141.21,161351141.21,134065251.9,over,INV-7AF7B36D,4133.44,LI-0009227,,,,0,47,2,1,2016-08-24,PMT-620999,wire_transfer,paid,8067557.06,0.0,2016-08-24,on_track,PO-VND-VG-00012,Mechanical supply — Riyadh Metro Project Lot 12,821833554.2,226.2,97.54,128.66,1.35,3633216.42,LS,649653263.7,0,active,651737855.3,530025358.94,material_purchase_order,1301391119,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,5.0,9227,ACT-BEC-INF-RYD-MEP-0012,Mechanical delivery — Riyadh Metro Project,66.8,2016-06-04,0,0,,2,2016-08-15,0,2016-08-15,82.4,2016-06-01,2025-01-15 08:00:00,INV-C187D609,2016-07-08,ocr_pdf,invoice,1,0,5.0,A,large,0,4.8,4.8,4.2,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
5358685.03,73213097.58,61056494.76,8.7,62514466.35,5358685.03,2021-06-01,outflow_procurement,5069541.96,289143.07,60,2022-05-17,CTR-BEC-INF-RYD-VND--001,2021-04-13,cost_plus,32718938,5271401.93,62514466.35,7.187,32612364.68,8698269.98,37883766.61,44572814.51,0.85,-6689047.9,53816196.37,,,,,,,,,,,61429458.63,0.0,0,,0,0.0,USD,2021-06-12,VG-2021-0009228,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 13,mep,7304,equipment,1.22,13,5358685.03,5358685.03,4392364.78,LS,LS,PO-BEC-INF-RYD-VND-VG-00013,0,294.94,Net 30,RD,0.91,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,5358685.03,5358685.03,-56070773.6,under,INV-618D7751,89.64,LI-0009228,,,,0,60,15,1,2021-08-11,PMT-069186,ach,paid,160760.55,0.0,2021-11-26,delayed,PO-VND-VG-00013,Mechanical supply — Riyadh Metro Project Lot 13,15856436.86,3.61,0.89,2.72,0.06,4392364.78,LS,15772401.86,0,closed,12522655.14,6399805.29,material_purchase_order,28295057,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,3.0,9228,ACT-BEC-INF-RYD-MEP-0013,Mechanical delivery — Riyadh Metro Project,60.6,2021-04-17,0,0,,10,2021-08-28,0,2021-08-28,71.3,2021-04-13,2025-01-15 08:00:00,INV-A87D871F,2021-06-12,ocr_pdf,invoice,1,0,4.9,A,large,0,4.8,4.8,4.9,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
157310678.9,37895229.84,61938234.32,300.1,57154658.65,157310678.9,2016-08-01,outflow_procurement,142463046.78,14847632.12,53,2017-07-14,CTR-BEC-INF-RYD-VND--001,2016-05-15,lump_sum,1901662960,155831625.7,57154658.65,0.23,-120052809.39,248498515.87,35778816.31,40122570.37,0.892,-4343754.06,-191343857.22,,,,,,,,,,,52422536.57,0.0,0,,0,0.0,USD,2016-08-13,VG-2016-0009229,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 14,mep,3926,equipment,40.29,14,157310678.9,157310678.9,3904459.64,LS,LS,PO-BEC-INF-RYD-VND-VG-00014,0,22.2,Net 30,RD,0.91,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,157310678.9,157310678.9,104888142.33,over,INV-534EF688,5210.04,LI-0009229,,,,0,53,8,1,2016-10-05,PMT-640665,wire_transfer,paid,4719320.37,0.0,2016-10-08,on_track,PO-VND-VG-00014,Mechanical supply — Riyadh Metro Project Lot 14,416332531.41,106.63,62.87,43.76,0.49,3904459.64,LS,586436081.69,0,active,1237217162.31,985775161.39,material_purchase_order,1823653244,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,3.0,9229,ACT-BEC-INF-RYD-MEP-0014,Mechanical delivery — Riyadh Metro Project,62.6,2016-06-15,0,0,,8,2016-11-06,0,2016-11-06,70.2,2016-06-15,2025-01-15 08:00:00,INV-0D703363,2016-08-13,ocr_pdf,invoice,1,0,4.4,A,large,0,4.8,4.8,4.1,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
119464383.68,48625365.33,59536422.37,237.0,45716655.38,119464383.68,2018-02-01,outflow_procurement,111244955.01,8219428.67,36,2019-01-02,CTR-BEC-INF-RYD-VND--001,2017-11-29,unit_rate,1681466381,128523205.52,45716655.38,0.186,-104659111.41,245788469.78,23864094.11,26424226.81,0.903,-2560132.7,-200071814.4,,,,,,,,,,,50402673.01,0.0,0,,0,0.0,USD,2018-02-15,VG-2018-0009230,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 15,mep,7306,equipment,22.65,15,110359707.79,119464383.68,4872393.28,LS,LS,PO-BEC-INF-RYD-VND-VG-00015,0,301.03,Net 30,RD,0.86,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,110359707.79,119464383.68,69061710.67,over,INV-BB4DCFED,4606.76,LI-0009230,,,,0,36,,0,2018-03-23,PMT-099171,wire_transfer,paid,5973219.18,0.0,2018-05-21,on_track,PO-VND-VG-00015,Mechanical supply — Riyadh Metro Project Lot 15,320603477.82,65.8,15.4,50.4,1.3,4872393.28,LS,385508322.47,0,active,1037958000.53,971872641.06,material_purchase_order,1423466323,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,5.0,9230,ACT-BEC-INF-RYD-MEP-0015,Mechanical delivery — Riyadh Metro Project,52.2,2017-12-24,0,0,,13,2018-05-02,0,2018-05-02,57.8,2017-12-19,2025-01-15 08:00:00,INV-0BDE55E4,2018-02-15,ocr_pdf,invoice,1,0,4.2,A,large,0,4.8,4.8,4.8,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
54375511.12,18959129.61,19448280.53,230.5,24438999.65,54375511.12,2016-08-01,outflow_procurement,56056040.21,-1680529.09,29,2017-03-12,CTR-BEC-INF-RYD-VND--001,2016-05-19,unit_rate,261994936,44468902.48,24438999.65,0.331,-29732185.69,73833835.8,14736716.79,17180616.75,0.858,-2443899.96,-49394836.15,,,,,,,,,,,23585322.39,0.0,0,,0,0.0,USD,2016-08-12,VG-2016-0009231,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 16,mep,7306,equipment,37.5,16,54375511.12,54375511.12,1450013.63,LS,LS,PO-BEC-INF-RYD-VND-VG-00016,0,48.96,Net 30,RD,0.84,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,54375511.12,54375511.12,30790188.73,over,INV-CD5BF9ED,717.79,LI-0009231,,,,0,29,,0,2016-09-10,PMT-328860,cheque,paid,5437551.11,0.0,2016-11-01,on_track,PO-VND-VG-00016,Mechanical supply — Riyadh Metro Project Lot 16,309809912.19,213.66,3.44,210.22,2.34,1450013.63,LS,55838100.76,0,closed,164355906.24,105089362.74,material_purchase_order,220194007,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,10.0,9231,ACT-BEC-INF-RYD-MEP-0016,Mechanical delivery — Riyadh Metro Project,60.3,2016-07-31,0,0,,3,2016-09-01,0,2016-09-01,70.3,2016-07-29,2025-01-15 08:00:00,INV-F9551262,2016-08-12,ocr_pdf,invoice,1,0,4.9,A,large,0,4.8,4.8,4.2,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
201165181.0,23626798.05,29370053.5,741.1,25200155.93,201165181.0,2018-11-01,outflow_procurement,220489238.58,-19324057.58,39,2019-09-27,CTR-BEC-INF-RYD-VND--001,2018-07-26,lump_sum,2422140026,182306537.31,25200155.93,0.081,-167614846.4,311113036.17,14691690.91,18748916.01,0.784,-4057225.1,-285912880.24,,,,,,,,,,,27145459.18,0.0,0,,0,0.0,USD,2018-11-03,VG-2018-0009232,tax_invoice,Mechanical supply — Riyadh Metro Project Lot 17,mep,3926,equipment,43.55,17,201165181.0,201165181.0,4619177.52,LS,LS,PO-BEC-INF-RYD-VND-VG-00017,0,14.35,Net 30,RD,0.92,0,,BEC-INF-RYD,PROJ-INF-003,Riyadh Metro Project,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,201165181.0,201165181.0,174019721.82,over,INV-2DE85F56,6636.0,LI-0009232,,,,0,39,,0,2018-12-12,PMT-729461,cheque,paid,10058259.05,0.0,2019-04-07,on_track,PO-VND-VG-00017,Mechanical supply — Riyadh Metro Project Lot 17,577535765.33,125.03,53.21,71.82,0.62,4619177.52,LS,1303806273.17,0,active,747041123.83,621926758.1,material_purchase_order,2050847397,Arriyadh Development Authority,1,Riyadh,RD,completed,8000000000,infrastructure,5.0,9232,ACT-BEC-INF-RYD-MEP-0017,Mechanical delivery — Riyadh Metro Project,58.3,2018-09-30,28,1,weather,4,2019-02-22,0,2019-01-25,74.4,2018-09-25,2025-01-15 08:00:00,INV-B3B4D071,2018-11-03,ocr_pdf,invoice,1,0,4.7,A,large,0,4.8,4.8,4.6,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
53619792.04,36422186.47,36046963.78,160.7,30597463.34,53619792.04,2014-10-01,outflow_procurement,58123480.09,-4503688.05,54,2015-04-12,CTR-BEC-NUC-VGL-VND--001,2014-07-14,unit_rate,322903817,47832240.69,30597463.34,0.144,-40947811.44,212482384.31,6884429.25,8077730.32,0.852,-1193301.07,-181884920.97,,,,,,,,,,,33356508.47,0.0,0,,0,0.0,USD,2014-10-07,VG-2014-0009233,tax_invoice,Mechanical supply — Plant Vogtle Units 3 & 4 Lot 1,mep,8708,equipment,35.58,1,51066468.61,53619792.04,1435257.69,LS,LS,PO-BEC-NUC-VGL-VND-VG-00001,0,493.39,Net 30,GA,0.9,0,,BEC-NUC-VGL,PROJ-NUC-001,Plant Vogtle Units 3 & 4,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,51066468.61,53619792.04,20263283.57,over,INV-D8A2A4D0,884.67,LI-0009233,,,,0,54,9,1,2014-11-30,PMT-734207,wire_transfer,paid,2680989.6,0.0,2015-03-08,delayed,PO-VND-VG-00001,Mechanical supply — Plant Vogtle Units 3 & 4 Lot 1,295376032.6,205.8,106.37,99.43,1.25,1435257.69,LS,122355729.12,0,active,166703574.88,102344383.85,material_purchase_order,289059304,Georgia Power,1,Waynesboro,GA,active,7000000000,nuclear_power,5.0,9233,ACT-BEC-NUC-VGL-MEP-0001,Mechanical delivery — Plant Vogtle Units 3 & 4,22.5,2014-08-11,0,0,,8,2014-11-29,0,2014-11-29,26.4,2014-08-10,2025-01-15 08:00:00,INV-D45C21EC,2014-10-07,ocr_pdf,invoice,1,0,3.8,A,large,0,4.8,4.8,5.0,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
126746126.94,30123705.81,32558509.94,466.5,31062318.69,126746126.94,2014-11-01,outflow_procurement,138707538.06,-11961411.12,27,2015-08-21,CTR-BEC-NUC-VGL-VND--001,2014-09-28,cost_plus,1308916513,145310727.07,31062318.69,0.046,-138570203.91,675267797.61,6740523.16,7951953.58,0.848,-1211430.42,-644205478.92,,,,,,,,,,,27168257.23,0.0,0,,0,0.0,USD,2014-11-02,VG-2014-0009234,tax_invoice,Mechanical supply — Plant Vogtle Units 3 & 4 Lot 2,mep,8413,equipment,33.86,2,117086491.4,126746126.94,3457958.99,LS,LS,PO-BEC-NUC-VGL-VND-VG-00002,0,213.43,Net 30,GA,0.96,0,,BEC-NUC-VGL,PROJ-NUC-001,Plant Vogtle Units 3 & 4,0.0,Bank of America,Heidenheim,procurement@voith.com,DE654414113,Voith Group,69-759884-1122,+1-653-617-4565,BW,117086491.4,126746126.94,99577869.71,over,INV-69194D11,3586.07,LI-0009234,,,,0,27,,0,2014-11-29,PMT-081028,ach,paid,6337306.35,0.0,2015-02-04,delayed,PO-VND-VG-00002,Mechanical supply — Plant Vogtle Units 3 & 4 Lot 2,424602784.38,122.79,6.28,116.51,1.33,3457958.99,LS,691855974.07,0,closed,483312560.93,452922037.94,material_purchase_order,1175168535,Georgia Power,1,Waynesboro,GA,active,7000000000,nuclear_power,5.0,9234,ACT-BEC-NUC-VGL-MEP-0002,Mechanical delivery — Plant Vogtle Units 3 & 4,21.7,2014-10-16,0,0,,8,2014-12-26,0,2014-12-26,25.6,2014-10-16,2025-01-15 08:00:00,INV-0512BF23,2014-11-02,ocr_pdf,invoice,1,0,4.0,A,large,0,4.8,4.8,4.0,Mechanical — EPC megaprojects (Bechtel preferred vendor),mechanical,VND-VG-189,00000000-0000-0000-0000-000338248474,Voith Group,supplier
